report_date,variable,value
2021-04-21,Population Vaccinated,3782486.0
2021-04-22,Population Vaccinated,3915448.0
2021-04-23,Population Vaccinated,4045466.0
2021-04-24,Population Vaccinated,4168592.0
2021-04-25,Population Vaccinated,4266549.0
2021-04-26,Population Vaccinated,4335045.0
2021-04-27,Population Vaccinated,4428467.0
2021-04-28,Population Vaccinated,4542037.0
2021-04-29,Population Vaccinated,4659367.0
2021-04-30,Population Vaccinated,4768874.0
2021-05-01,Population Vaccinated,4874125.0
2021-05-02,Population Vaccinated,4949089.0
2021-05-03,Population Vaccinated,5002344.0
2021-05-04,Population Vaccinated,5089035.0
2021-05-05,Population Vaccinated,5218600.0
2021-05-06,Population Vaccinated,5356172.0
2021-05-07,Population Vaccinated,5498001.0
2021-05-08,Population Vaccinated,5632620.0
2021-05-09,Population Vaccinated,5751850.0
2021-05-10,Population Vaccinated,5844894.0
2021-05-11,Population Vaccinated,5954094.0
2021-05-12,Population Vaccinated,6089408.0
2021-05-13,Population Vaccinated,6221763.0
2021-05-14,Population Vaccinated,6355597.0
2021-05-15,Population Vaccinated,6502272.0
2021-05-16,Population Vaccinated,6635179.0
2021-05-17,Population Vaccinated,6744385.0
2021-05-18,Population Vaccinated,6844075.0
2021-05-19,Population Vaccinated,6974854.0
2021-05-20,Population Vaccinated,7102865.0
2021-05-21,Population Vaccinated,7239391.0
2021-05-22,Population Vaccinated,7405296.0
2021-05-23,Population Vaccinated,7534004.0
2021-05-24,Population Vaccinated,7626745.0
2021-05-25,Population Vaccinated,7707354.0
2021-05-26,Population Vaccinated,7817633.0
2021-05-27,Population Vaccinated,7935844.0
2021-05-28,Population Vaccinated,8065553.0
2021-05-29,Population Vaccinated,8180306.0
2021-05-30,Population Vaccinated,8296384.0
2021-05-31,Population Vaccinated,8375193.0
2021-06-01,Population Vaccinated,8462498.0
2021-06-02,Population Vaccinated,8560958.0
2021-06-03,Population Vaccinated,8658024.0
2020-12-24,Doses for Fully Vaccinated,
2020-12-30,Doses for Fully Vaccinated,
2020-12-31,Doses for Fully Vaccinated,
2021-01-01,Doses for Fully Vaccinated,
2021-01-02,Doses for Fully Vaccinated,
2021-01-03,Doses for Fully Vaccinated,
2021-01-04,Doses for Fully Vaccinated,
2021-01-05,Doses for Fully Vaccinated,
2021-01-06,Doses for Fully Vaccinated,860.0
2021-01-07,Doses for Fully Vaccinated,2173.0
2021-01-08,Doses for Fully Vaccinated,4053.0
2021-01-09,Doses for Fully Vaccinated,5880.0
2021-01-10,Doses for Fully Vaccinated,5884.0
2021-01-11,Doses for Fully Vaccinated,5884.0
2021-01-12,Doses for Fully Vaccinated,6046.0
2021-01-13,Doses for Fully Vaccinated,8778.0
2021-01-14,Doses for Fully Vaccinated,13293.0
2021-01-15,Doses for Fully Vaccinated,17094.0
2021-01-16,Doses for Fully Vaccinated,19333.0
2021-01-17,Doses for Fully Vaccinated,21714.0
2021-01-18,Doses for Fully Vaccinated,21752.0
2021-01-19,Doses for Fully Vaccinated,25609.0
2021-01-20,Doses for Fully Vaccinated,32361.0
2021-01-21,Doses for Fully Vaccinated,40225.0
2021-01-22,Doses for Fully Vaccinated,49292.0
2021-01-23,Doses for Fully Vaccinated,57907.0
2021-01-24,Doses for Fully Vaccinated,62881.0
2021-01-25,Doses for Fully Vaccinated,71256.0
2021-01-26,Doses for Fully Vaccinated,83285.0
2021-01-27,Doses for Fully Vaccinated,96459.0
2021-01-28,Doses for Fully Vaccinated,110571.0
2021-01-29,Doses for Fully Vaccinated,123357.0
2021-01-30,Doses for Fully Vaccinated,135574.0
2021-01-31,Doses for Fully Vaccinated,137698.0
2021-02-01,Doses for Fully Vaccinated,140585.0
2021-02-02,Doses for Fully Vaccinated,144113.0
2021-02-03,Doses for Fully Vaccinated,149987.0
2021-02-04,Doses for Fully Vaccinated,161954.0
2021-02-05,Doses for Fully Vaccinated,175662.0
2021-02-06,Doses for Fully Vaccinated,193146.0
2021-02-07,Doses for Fully Vaccinated,203487.0
2021-02-08,Doses for Fully Vaccinated,212326.0
2021-02-09,Doses for Fully Vaccinated,231058.0
2021-02-10,Doses for Fully Vaccinated,251449.0
2021-02-11,Doses for Fully Vaccinated,273975.0
2021-02-12,Doses for Fully Vaccinated,302563.0
2021-02-13,Doses for Fully Vaccinated,328614.0
2021-02-14,Doses for Fully Vaccinated,349286.0
2021-02-15,Doses for Fully Vaccinated,364274.0
2021-02-16,Doses for Fully Vaccinated,373867.0
2021-02-17,Doses for Fully Vaccinated,390731.0
2021-02-18,Doses for Fully Vaccinated,411604.0
2021-02-19,Doses for Fully Vaccinated,435429.0
2021-02-20,Doses for Fully Vaccinated,458301.0
2021-02-21,Doses for Fully Vaccinated,471843.0
2021-02-22,Doses for Fully Vaccinated,481337.0
2021-02-23,Doses for Fully Vaccinated,494083.0
2021-02-24,Doses for Fully Vaccinated,503180.0
2021-02-25,Doses for Fully Vaccinated,510897.0
2021-02-26,Doses for Fully Vaccinated,516028.0
2021-02-27,Doses for Fully Vaccinated,521943.0
2021-02-28,Doses for Fully Vaccinated,524205.0
2021-03-01,Doses for Fully Vaccinated,526427.0
2021-03-02,Doses for Fully Vaccinated,529792.0
2021-03-03,Doses for Fully Vaccinated,533420.0
2021-03-04,Doses for Fully Vaccinated,536235.0
2021-03-05,Doses for Fully Vaccinated,538126.0
2021-03-06,Doses for Fully Vaccinated,541250.0
2021-03-07,Doses for Fully Vaccinated,543614.0
2021-03-08,Doses for Fully Vaccinated,547352.0
2021-03-09,Doses for Fully Vaccinated,552385.0
2021-03-10,Doses for Fully Vaccinated,558407.0
2021-03-11,Doses for Fully Vaccinated,563428.0
2021-03-12,Doses for Fully Vaccinated,565495.0
2021-03-13,Doses for Fully Vaccinated,569371.0
2021-03-14,Doses for Fully Vaccinated,571229.0
2021-03-15,Doses for Fully Vaccinated,574566.0
2021-03-16,Doses for Fully Vaccinated,577836.0
2021-03-17,Doses for Fully Vaccinated,581318.0
2021-03-18,Doses for Fully Vaccinated,584537.0
2021-03-19,Doses for Fully Vaccinated,589498.0
2021-03-20,Doses for Fully Vaccinated,594267.0
2021-03-21,Doses for Fully Vaccinated,597098.0
2021-03-22,Doses for Fully Vaccinated,598594.0
2021-03-23,Doses for Fully Vaccinated,602086.0
2021-03-24,Doses for Fully Vaccinated,605328.0
2021-03-25,Doses for Fully Vaccinated,608771.0
2021-03-26,Doses for Fully Vaccinated,612746.0
2021-03-27,Doses for Fully Vaccinated,616602.0
2021-03-28,Doses for Fully Vaccinated,618570.0
2021-03-29,Doses for Fully Vaccinated,622495.0
2021-03-30,Doses for Fully Vaccinated,627778.0
2021-03-31,Doses for Fully Vaccinated,631639.0
2021-04-01,Doses for Fully Vaccinated,635430.0
2021-04-02,Doses for Fully Vaccinated,640700.0
2021-04-03,Doses for Fully Vaccinated,642937.0
2021-04-04,Doses for Fully Vaccinated,644095.0
2021-04-05,Doses for Fully Vaccinated,644393.0
2021-04-06,Doses for Fully Vaccinated,646295.0
2021-04-07,Doses for Fully Vaccinated,649566.0
2021-04-08,Doses for Fully Vaccinated,652719.0
2021-04-09,Doses for Fully Vaccinated,657719.0
2021-04-10,Doses for Fully Vaccinated,661963.0
2021-04-11,Doses for Fully Vaccinated,666299.0
2021-04-12,Doses for Fully Vaccinated,666838.0
2021-04-13,Doses for Fully Vaccinated,670524.0
2021-04-14,Doses for Fully Vaccinated,674411.0
2021-04-15,Doses for Fully Vaccinated,678981.0
2021-04-16,Doses for Fully Vaccinated,683866.0
2021-04-17,Doses for Fully Vaccinated,688488.0
2021-04-18,Doses for Fully Vaccinated,690620.0
2021-04-19,Doses for Fully Vaccinated,692010.0
2021-04-20,Doses for Fully Vaccinated,695194.0
2021-04-21,Doses for Fully Vaccinated,698791.0
2021-04-22,Doses for Fully Vaccinated,702707.0
2021-04-23,Doses for Fully Vaccinated,710416.0
2021-04-24,Doses for Fully Vaccinated,717552.0
2021-04-25,Doses for Fully Vaccinated,720708.0
2021-04-26,Doses for Fully Vaccinated,722332.0
2021-04-27,Doses for Fully Vaccinated,725126.0
2021-04-28,Doses for Fully Vaccinated,730332.0
2021-04-29,Doses for Fully Vaccinated,736806.0
2021-04-30,Doses for Fully Vaccinated,742220.0
2021-05-01,Doses for Fully Vaccinated,747118.0
2021-05-02,Doses for Fully Vaccinated,750560.0
2021-05-03,Doses for Fully Vaccinated,751810.0
2021-05-04,Doses for Fully Vaccinated,756170.0
2021-05-05,Doses for Fully Vaccinated,762246.0
2021-05-06,Doses for Fully Vaccinated,769178.0
2021-05-07,Doses for Fully Vaccinated,774968.0
2021-05-08,Doses for Fully Vaccinated,781980.0
2021-05-09,Doses for Fully Vaccinated,785670.0
2021-05-10,Doses for Fully Vaccinated,787768.0
2021-05-11,Doses for Fully Vaccinated,793574.0
2021-05-12,Doses for Fully Vaccinated,804516.0
2021-05-13,Doses for Fully Vaccinated,815200.0
2021-05-14,Doses for Fully Vaccinated,831062.0
2021-05-15,Doses for Fully Vaccinated,845920.0
2021-05-16,Doses for Fully Vaccinated,859272.0
2021-05-17,Doses for Fully Vaccinated,865520.0
2021-05-18,Doses for Fully Vaccinated,884204.0
2021-05-19,Doses for Fully Vaccinated,913568.0
2021-05-20,Doses for Fully Vaccinated,947518.0
2021-05-21,Doses for Fully Vaccinated,991514.0
2021-05-22,Doses for Fully Vaccinated,1039962.0
2021-05-23,Doses for Fully Vaccinated,1063206.0
2021-05-24,Doses for Fully Vaccinated,1075940.0
2021-05-25,Doses for Fully Vaccinated,1088576.0
2021-05-26,Doses for Fully Vaccinated,1138634.0
2021-05-27,Doses for Fully Vaccinated,1189708.0
2021-05-28,Doses for Fully Vaccinated,1249840.0
2021-05-29,Doses for Fully Vaccinated,1318278.0
2021-05-30,Doses for Fully Vaccinated,1375788.0
2021-05-31,Doses for Fully Vaccinated,1413664.0
2021-06-01,Doses for Fully Vaccinated,1479444.0
2021-06-02,Doses for Fully Vaccinated,1562326.0
2021-06-03,Doses for Fully Vaccinated,1669962.0
2020-12-24,Fully Vaccinated,
2020-12-30,Fully Vaccinated,
2020-12-31,Fully Vaccinated,
2021-01-01,Fully Vaccinated,
2021-01-02,Fully Vaccinated,
2021-01-03,Fully Vaccinated,
2021-01-04,Fully Vaccinated,
2021-01-05,Fully Vaccinated,
2021-01-06,Fully Vaccinated,430.0
2021-01-07,Fully Vaccinated,1087.0
2021-01-08,Fully Vaccinated,2027.0
2021-01-09,Fully Vaccinated,2940.0
2021-01-10,Fully Vaccinated,2942.0
2021-01-11,Fully Vaccinated,2942.0
2021-01-12,Fully Vaccinated,3023.0
2021-01-13,Fully Vaccinated,4389.0
2021-01-14,Fully Vaccinated,6647.0
2021-01-15,Fully Vaccinated,8547.0
2021-01-16,Fully Vaccinated,9667.0
2021-01-17,Fully Vaccinated,10857.0
2021-01-18,Fully Vaccinated,10876.0
2021-01-19,Fully Vaccinated,12805.0
2021-01-20,Fully Vaccinated,16181.0
2021-01-21,Fully Vaccinated,20113.0
2021-01-22,Fully Vaccinated,24646.0
2021-01-23,Fully Vaccinated,28954.0
2021-01-24,Fully Vaccinated,31441.0
2021-01-25,Fully Vaccinated,35628.0
2021-01-26,Fully Vaccinated,41643.0
2021-01-27,Fully Vaccinated,48230.0
2021-01-28,Fully Vaccinated,55286.0
2021-01-29,Fully Vaccinated,61679.0
2021-01-30,Fully Vaccinated,67787.0
2021-01-31,Fully Vaccinated,68849.0
2021-02-01,Fully Vaccinated,70293.0
2021-02-02,Fully Vaccinated,72057.0
2021-02-03,Fully Vaccinated,74994.0
2021-02-04,Fully Vaccinated,80977.0
2021-02-05,Fully Vaccinated,87831.0
2021-02-06,Fully Vaccinated,96573.0
2021-02-07,Fully Vaccinated,101744.0
2021-02-08,Fully Vaccinated,106163.0
2021-02-09,Fully Vaccinated,115529.0
2021-02-10,Fully Vaccinated,125725.0
2021-02-11,Fully Vaccinated,136988.0
2021-02-12,Fully Vaccinated,151282.0
2021-02-13,Fully Vaccinated,164307.0
2021-02-14,Fully Vaccinated,174643.0
2021-02-15,Fully Vaccinated,182137.0
2021-02-16,Fully Vaccinated,186934.0
2021-02-17,Fully Vaccinated,195366.0
2021-02-18,Fully Vaccinated,205802.0
2021-02-19,Fully Vaccinated,217715.0
2021-02-20,Fully Vaccinated,229151.0
2021-02-21,Fully Vaccinated,235922.0
2021-02-22,Fully Vaccinated,240669.0
2021-02-23,Fully Vaccinated,247042.0
2021-02-24,Fully Vaccinated,251590.0
2021-02-25,Fully Vaccinated,255449.0
2021-02-26,Fully Vaccinated,258014.0
2021-02-27,Fully Vaccinated,260972.0
2021-02-28,Fully Vaccinated,262103.0
2021-03-01,Fully Vaccinated,263214.0
2021-03-02,Fully Vaccinated,264896.0
2021-03-03,Fully Vaccinated,266710.0
2021-03-04,Fully Vaccinated,268118.0
2021-03-05,Fully Vaccinated,269063.0
2021-03-06,Fully Vaccinated,270625.0
2021-03-07,Fully Vaccinated,271807.0
2021-03-08,Fully Vaccinated,273676.0
2021-03-09,Fully Vaccinated,276193.0
2021-03-10,Fully Vaccinated,279204.0
2021-03-11,Fully Vaccinated,281714.0
2021-03-12,Fully Vaccinated,282748.0
2021-03-13,Fully Vaccinated,284686.0
2021-03-14,Fully Vaccinated,285615.0
2021-03-15,Fully Vaccinated,287283.0
2021-03-16,Fully Vaccinated,288918.0
2021-03-17,Fully Vaccinated,290659.0
2021-03-18,Fully Vaccinated,292269.0
2021-03-19,Fully Vaccinated,294749.0
2021-03-20,Fully Vaccinated,297134.0
2021-03-21,Fully Vaccinated,298549.0
2021-03-22,Fully Vaccinated,299297.0
2021-03-23,Fully Vaccinated,301043.0
2021-03-24,Fully Vaccinated,302664.0
2021-03-25,Fully Vaccinated,304386.0
2021-03-26,Fully Vaccinated,306373.0
2021-03-27,Fully Vaccinated,308301.0
2021-03-28,Fully Vaccinated,309285.0
2021-03-29,Fully Vaccinated,311248.0
2021-03-30,Fully Vaccinated,313889.0
2021-03-31,Fully Vaccinated,315820.0
2021-04-01,Fully Vaccinated,317715.0
2021-04-02,Fully Vaccinated,320350.0
2021-04-03,Fully Vaccinated,321469.0
2021-04-04,Fully Vaccinated,322048.0
2021-04-05,Fully Vaccinated,322197.0
2021-04-06,Fully Vaccinated,323148.0
2021-04-07,Fully Vaccinated,324783.0
2021-04-08,Fully Vaccinated,326360.0
2021-04-09,Fully Vaccinated,328598.0
2021-04-10,Fully Vaccinated,330982.0
2021-04-11,Fully Vaccinated,333150.0
2021-04-12,Fully Vaccinated,333419.0
2021-04-13,Fully Vaccinated,335262.0
2021-04-14,Fully Vaccinated,337206.0
2021-04-15,Fully Vaccinated,339491.0
2021-04-16,Fully Vaccinated,341933.0
2021-04-17,Fully Vaccinated,344244.0
2021-04-18,Fully Vaccinated,345310.0
2021-04-19,Fully Vaccinated,346005.0
2021-04-20,Fully Vaccinated,347597.0
2021-04-21,Fully Vaccinated,349396.0
2021-04-22,Fully Vaccinated,351354.0
2021-04-23,Fully Vaccinated,355208.0
2021-04-24,Fully Vaccinated,358776.0
2021-04-25,Fully Vaccinated,360354.0
2021-04-26,Fully Vaccinated,361166.0
2021-04-27,Fully Vaccinated,362563.0
2021-04-28,Fully Vaccinated,365166.0
2021-04-29,Fully Vaccinated,368403.0
2021-04-30,Fully Vaccinated,371110.0
2021-05-01,Fully Vaccinated,373559.0
2021-05-02,Fully Vaccinated,375280.0
2021-05-03,Fully Vaccinated,375905.0
2021-05-04,Fully Vaccinated,378085.0
2021-05-05,Fully Vaccinated,381123.0
2021-05-06,Fully Vaccinated,384589.0
2021-05-07,Fully Vaccinated,387484.0
2021-05-08,Fully Vaccinated,390990.0
2021-05-09,Fully Vaccinated,392835.0
2021-05-10,Fully Vaccinated,393884.0
2021-05-11,Fully Vaccinated,396787.0
2021-05-12,Fully Vaccinated,402258.0
2021-05-13,Fully Vaccinated,407600.0
2021-05-14,Fully Vaccinated,415531.0
2021-05-15,Fully Vaccinated,422960.0
2021-05-16,Fully Vaccinated,429636.0
2021-05-17,Fully Vaccinated,432760.0
2021-05-18,Fully Vaccinated,442102.0
2021-05-19,Fully Vaccinated,456784.0
2021-05-20,Fully Vaccinated,473759.0
2021-05-21,Fully Vaccinated,495757.0
2021-05-22,Fully Vaccinated,519981.0
2021-05-23,Fully Vaccinated,531603.0
2021-05-24,Fully Vaccinated,537970.0
2021-05-25,Fully Vaccinated,544288.0
2021-05-26,Fully Vaccinated,569317.0
2021-05-27,Fully Vaccinated,594854.0
2021-05-28,Fully Vaccinated,624920.0
2021-05-29,Fully Vaccinated,659139.0
2021-05-30,Fully Vaccinated,687894.0
2021-05-31,Fully Vaccinated,706832.0
2021-06-01,Fully Vaccinated,739722.0
2021-06-02,Fully Vaccinated,781163.0
2021-06-03,Fully Vaccinated,834981.0
2020-12-24,Partially Vaccinated,
2020-12-30,Partially Vaccinated,
2020-12-31,Partially Vaccinated,
2021-01-01,Partially Vaccinated,
2021-01-02,Partially Vaccinated,
2021-01-03,Partially Vaccinated,
2021-01-04,Partially Vaccinated,
2021-01-05,Partially Vaccinated,
2021-01-06,Partially Vaccinated,59520.0
2021-01-07,Partially Vaccinated,70458.0
2021-01-08,Partially Vaccinated,83510.0
2021-01-09,Partially Vaccinated,97383.0
2021-01-10,Partially Vaccinated,107362.0
2021-01-11,Partially Vaccinated,116221.0
2021-01-12,Partially Vaccinated,127507.0
2021-01-13,Partially Vaccinated,136006.0
2021-01-14,Partially Vaccinated,145728.0
2021-01-15,Partially Vaccinated,157536.0
2021-01-16,Partially Vaccinated,169757.0
2021-01-17,Partially Vaccinated,178383.0
2021-01-18,Partially Vaccinated,188036.0
2021-01-19,Partially Vaccinated,198525.0
2021-01-20,Partially Vaccinated,205557.0
2021-01-21,Partially Vaccinated,213592.0
2021-01-22,Partially Vaccinated,215693.0
2021-01-23,Partially Vaccinated,218239.0
2021-01-24,Partially Vaccinated,217692.0
2021-01-25,Partially Vaccinated,214854.0
2021-01-26,Partially Vaccinated,212532.0
2021-01-27,Partially Vaccinated,208871.0
2021-01-28,Partially Vaccinated,206669.0
2021-01-29,Partially Vaccinated,204098.0
2021-01-30,Partially Vaccinated,201254.0
2021-01-31,Partially Vaccinated,201946.0
2021-02-01,Partially Vaccinated,201315.0
2021-02-02,Partially Vaccinated,200502.0
2021-02-03,Partially Vaccinated,198344.0
2021-02-04,Partially Vaccinated,193101.0
2021-02-05,Partially Vaccinated,187087.0
2021-02-06,Partially Vaccinated,179520.0
2021-02-07,Partially Vaccinated,175697.0
2021-02-08,Partially Vaccinated,173845.0
2021-02-09,Partially Vaccinated,167575.0
2021-02-10,Partially Vaccinated,160670.0
2021-02-11,Partially Vaccinated,152861.0
2021-02-12,Partially Vaccinated,139878.0
2021-02-13,Partially Vaccinated,128333.0
2021-02-14,Partially Vaccinated,118340.0
2021-02-15,Partially Vaccinated,111050.0
2021-02-16,Partially Vaccinated,106510.0
2021-02-17,Partially Vaccinated,98753.0
2021-02-18,Partially Vaccinated,90263.0
2021-02-19,Partially Vaccinated,83405.0
2021-02-20,Partially Vaccinated,81828.0
2021-02-21,Partially Vaccinated,84690.0
2021-02-22,Partially Vaccinated,88118.0
2021-02-23,Partially Vaccinated,91624.0
2021-02-24,Partially Vaccinated,99668.0
2021-02-25,Partially Vaccinated,111063.0
2021-02-26,Partially Vaccinated,127737.0
2021-02-27,Partially Vaccinated,146161.0
2021-02-28,Partially Vaccinated,163066.0
2021-03-01,Partially Vaccinated,178268.0
2021-03-02,Partially Vaccinated,197229.0
2021-03-03,Partially Vaccinated,220999.0
2021-03-04,Partially Vaccinated,248593.0
2021-03-05,Partially Vaccinated,282588.0
2021-03-06,Partially Vaccinated,319162.0
2021-03-07,Partially Vaccinated,346990.0
2021-03-08,Partially Vaccinated,365134.0
2021-03-09,Partially Vaccinated,391148.0
2021-03-10,Partially Vaccinated,420390.0
2021-03-11,Partially Vaccinated,455979.0
2021-03-12,Partially Vaccinated,497415.0
2021-03-13,Partially Vaccinated,547125.0
2021-03-14,Partially Vaccinated,587126.0
2021-03-15,Partially Vaccinated,616987.0
2021-03-16,Partially Vaccinated,665296.0
2021-03-17,Partially Vaccinated,720016.0
2021-03-18,Partially Vaccinated,774916.0
2021-03-19,Partially Vaccinated,831101.0
2021-03-20,Partially Vaccinated,886615.0
2021-03-21,Partially Vaccinated,924607.0
2021-03-22,Partially Vaccinated,954446.0
2021-03-23,Partially Vaccinated,1001613.0
2021-03-24,Partially Vaccinated,1070822.0
2021-03-25,Partially Vaccinated,1146825.0
2021-03-26,Partially Vaccinated,1225846.0
2021-03-27,Partially Vaccinated,1299730.0
2021-03-28,Partially Vaccinated,1362712.0
2021-03-29,Partially Vaccinated,1409240.0
2021-03-30,Partially Vaccinated,1474602.0
2021-03-31,Partially Vaccinated,1560614.0
2021-04-01,Partially Vaccinated,1640883.0
2021-04-02,Partially Vaccinated,1723796.0
2021-04-03,Partially Vaccinated,1781126.0
2021-04-04,Partially Vaccinated,1849093.0
2021-04-05,Partially Vaccinated,1901247.0
2021-04-06,Partially Vaccinated,1975544.0
2021-04-07,Partially Vaccinated,2076655.0
2021-04-08,Partially Vaccinated,2182065.0
2021-04-09,Partially Vaccinated,2282447.0
2021-04-10,Partially Vaccinated,2382986.0
2021-04-11,Partially Vaccinated,2473444.0
2021-04-12,Partially Vaccinated,2547627.0
2021-04-13,Partially Vaccinated,2639633.0
2021-04-14,Partially Vaccinated,2748563.0
2021-04-15,Partially Vaccinated,2849423.0
2021-04-16,Partially Vaccinated,2960172.0
2021-04-17,Partially Vaccinated,3062828.0
2021-04-18,Partially Vaccinated,3147261.0
2021-04-19,Partially Vaccinated,3212768.0
2021-04-20,Partially Vaccinated,3299993.0
2021-04-21,Partially Vaccinated,3433091.0
2021-04-22,Partially Vaccinated,3564095.0
2021-04-23,Partially Vaccinated,3690258.0
2021-04-24,Partially Vaccinated,3809816.0
2021-04-25,Partially Vaccinated,3906195.0
2021-04-26,Partially Vaccinated,3973879.0
2021-04-27,Partially Vaccinated,4065904.0
2021-04-28,Partially Vaccinated,4176871.0
2021-04-29,Partially Vaccinated,4290964.0
2021-04-30,Partially Vaccinated,4397764.0
2021-05-01,Partially Vaccinated,4500566.0
2021-05-02,Partially Vaccinated,4573809.0
2021-05-03,Partially Vaccinated,4626439.0
2021-05-04,Partially Vaccinated,4710950.0
2021-05-05,Partially Vaccinated,4837477.0
2021-05-06,Partially Vaccinated,4971583.0
2021-05-07,Partially Vaccinated,5110517.0
2021-05-08,Partially Vaccinated,5241630.0
2021-05-09,Partially Vaccinated,5359015.0
2021-05-10,Partially Vaccinated,5451010.0
2021-05-11,Partially Vaccinated,5557307.0
2021-05-12,Partially Vaccinated,5687150.0
2021-05-13,Partially Vaccinated,5814163.0
2021-05-14,Partially Vaccinated,5940066.0
2021-05-15,Partially Vaccinated,6079312.0
2021-05-16,Partially Vaccinated,6205543.0
2021-05-17,Partially Vaccinated,6311625.0
2021-05-18,Partially Vaccinated,6401973.0
2021-05-19,Partially Vaccinated,6518070.0
2021-05-20,Partially Vaccinated,6629106.0
2021-05-21,Partially Vaccinated,6743634.0
2021-05-22,Partially Vaccinated,6885315.0
2021-05-23,Partially Vaccinated,7002401.0
2021-05-24,Partially Vaccinated,7088775.0
2021-05-25,Partially Vaccinated,7163066.0
2021-05-26,Partially Vaccinated,7248316.0
2021-05-27,Partially Vaccinated,7340990.0
2021-05-28,Partially Vaccinated,7440633.0
2021-05-29,Partially Vaccinated,7521167.0
2021-05-30,Partially Vaccinated,7608490.0
2021-05-31,Partially Vaccinated,7668361.0
2021-06-01,Partially Vaccinated,7722776.0
2021-06-02,Partially Vaccinated,7779795.0
2021-06-03,Partially Vaccinated,7823043.0
2020-12-24,Vaccinated Percentage,
2020-12-30,Vaccinated Percentage,
2020-12-31,Vaccinated Percentage,
2021-01-01,Vaccinated Percentage,
2021-01-02,Vaccinated Percentage,
2021-01-03,Vaccinated Percentage,
2021-01-04,Vaccinated Percentage,
2021-01-05,Vaccinated Percentage,
2021-01-06,Vaccinated Percentage,0.40644067796610167
2021-01-07,Vaccinated Percentage,0.4850440677966102
2021-01-08,Vaccinated Percentage,0.5799050847457627
2021-01-09,Vaccinated Percentage,0.6801559322033899
2021-01-10,Vaccinated Percentage,0.7478237288135593
2021-01-11,Vaccinated Percentage,0.8078847457627119
2021-01-12,Vaccinated Percentage,0.8849491525423728
2021-01-13,Vaccinated Percentage,0.9518305084745762
2021-01-14,Vaccinated Percentage,1.0330440677966102
2021-01-15,Vaccinated Percentage,1.1259864406779663
2021-01-16,Vaccinated Percentage,1.2164271186440678
2021-01-17,Vaccinated Percentage,1.2829830508474578
2021-01-18,Vaccinated Percentage,1.34855593220339
2021-01-19,Vaccinated Percentage,1.4327389830508475
2021-01-20,Vaccinated Percentage,1.5033016949152542
2021-01-21,Vaccinated Percentage,1.5844338983050847
2021-01-22,Vaccinated Percentage,1.6294169491525425
2021-01-23,Vaccinated Percentage,1.6758779661016947
2021-01-24,Vaccinated Percentage,1.6890305084745765
2021-01-25,Vaccinated Percentage,1.6981830508474576
2021-01-26,Vaccinated Percentage,1.723213559322034
2021-01-27,Vaccinated Percentage,1.7430508474576272
2021-01-28,Vaccinated Percentage,1.7759593220338983
2021-01-29,Vaccinated Percentage,1.8018711864406778
2021-01-30,Vaccinated Percentage,1.8240067796610169
2021-01-31,Vaccinated Percentage,1.8358983050847457
2021-02-01,Vaccinated Percentage,1.8414033898305087
2021-02-02,Vaccinated Percentage,1.8478508474576272
2021-02-03,Vaccinated Percentage,1.8531322033898303
2021-02-04,Vaccinated Percentage,1.8581559322033896
2021-02-05,Vaccinated Percentage,1.8638508474576272
2021-02-06,Vaccinated Percentage,1.8718169491525425
2021-02-07,Vaccinated Percentage,1.880949152542373
2021-02-08,Vaccinated Percentage,1.8983593220338983
2021-02-09,Vaccinated Percentage,1.919349152542373
2021-02-10,Vaccinated Percentage,1.9416542372881356
2021-02-11,Vaccinated Percentage,1.965071186440678
2021-02-12,Vaccinated Percentage,1.9739593220338982
2021-02-13,Vaccinated Percentage,1.984
2021-02-14,Vaccinated Percentage,1.9863254237288135
2021-02-15,Vaccinated Percentage,1.9877084745762712
2021-02-16,Vaccinated Percentage,1.9894440677966103
2021-02-17,Vaccinated Percentage,1.9940203389830509
2021-02-18,Vaccinated Percentage,2.0072203389830507
2021-02-19,Vaccinated Percentage,2.041484745762712
2021-02-20,Vaccinated Percentage,2.1083254237288136
2021-02-21,Vaccinated Percentage,2.1736338983050847
2021-02-22,Vaccinated Percentage,2.229057627118644
2021-02-23,Vaccinated Percentage,2.2960338983050845
2021-02-24,Vaccinated Percentage,2.3814101694915255
2021-02-25,Vaccinated Percentage,2.4848203389830505
2021-02-26,Vaccinated Percentage,2.6152610169491526
2021-02-27,Vaccinated Percentage,2.7602169491525426
2021-02-28,Vaccinated Percentage,2.882494915254237
2021-03-01,Vaccinated Percentage,2.993091525423729
2021-03-02,Vaccinated Percentage,3.1330508474576275
2021-03-03,Vaccinated Percentage,3.3065016949152546
2021-03-04,Vaccinated Percentage,3.5031186440677966
2021-03-05,Vaccinated Percentage,3.740006779661017
2021-03-06,Vaccinated Percentage,3.9985559322033897
2021-03-07,Vaccinated Percentage,4.1952338983050845
2021-03-08,Vaccinated Percentage,4.330915254237288
2021-03-09,Vaccinated Percentage,4.524338983050848
2021-03-10,Vaccinated Percentage,4.743003389830509
2021-03-11,Vaccinated Percentage,5.0013084745762715
2021-03-12,Vaccinated Percentage,5.289233898305085
2021-03-13,Vaccinated Percentage,5.639389830508475
2021-03-14,Vaccinated Percentage,5.916881355932204
2021-03-15,Vaccinated Percentage,6.13064406779661
2021-03-16,Vaccinated Percentage,6.469247457627119
2021-03-17,Vaccinated Percentage,6.852033898305085
